time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-16 00:00:00+00:00,,,0.0,0.0
2025-12-17 00:00:00+00:00,,,0.0,0.0
2025-12-18 00:00:00+00:00,,,0.0,0.0
2025-12-19 00:00:00+00:00,,,0.0,0.0
2025-12-20 00:00:00+00:00,,,0.0,0.0
2025-12-21 00:00:00+00:00,,,0.0,0.0
2025-12-22 00:00:00+00:00,,,0.0,0.0
2025-12-23 00:00:00+00:00,,,0.0,0.0
2025-12-24 00:00:00+00:00,,,0.0,0.0
2025-12-25 00:00:00+00:00,,,0.0,0.0
2025-12-26 00:00:00+00:00,,,0.0,0.0
2025-12-27 00:00:00+00:00,,,0.0,0.0
2025-12-28 00:00:00+00:00,,,0.0,0.0
2025-12-29 00:00:00+00:00,,,0.0,0.0
2026-01-06 00:00:00+00:00,1.0,1.0,,
2026-01-07 00:00:00+00:00,0.0,0.0,,
2026-01-08 00:00:00+00:00,0.0,0.0,,
2026-01-09 00:00:00+00:00,0.0,0.0,,
2026-01-10 00:00:00+00:00,0.0,0.0,,
2026-01-11 00:00:00+00:00,0.0,0.0,,
2026-01-12 00:00:00+00:00,0.0,0.0,,
2026-01-13 00:00:00+00:00,0.0,0.0,,
2026-01-14 00:00:00+00:00,0.0,0.0,,
2026-01-15 00:00:00+00:00,0.0,0.0,,
2026-01-16 00:00:00+00:00,0.0,0.0,,
2026-01-17 00:00:00+00:00,0.0,0.0,,
2026-01-18 00:00:00+00:00,0.0,0.0,,
2026-01-19 00:00:00+00:00,0.0,0.0,,
